Intern_ID,Department,Internship_Duration_Weeks,Feedback_Score,Supervisor_Rating,Commute_Distance_km,Monthly_Stipend_XAF,Remote_Work_Option,Returned
INT-07634,Marketing,18,8.8,8.8,18.4,0,Yes,Yes
INT-07635,Engineering,20,5.7,9.2,4.9,25000,No,No
INT-07636,IT,19,5.2,7.0,17.3,50000,Yes,No
INT-07637,Admin,7,8.0,5.1,3.4,25000,Yes,Yes
INT-07638,Engineering,14,8.2,9.1,31.1,100000,No,No
INT-07639,IT,11,8.8,5.4,6.1,0,No,Yes
INT-07640,IT,6,7.9,8.9,1.9,0,No,Yes
INT-07641,Admin,22,8.3,7.9,4.9,25000,Yes,Yes
INT-07642,Admin,17,7.2,7.8,9.7,25000,No,Yes
INT-07643,Admin,12,9.6,6.2,18.0,75000,Yes,Yes
INT-07644,IT,6,5.2,6.3,1.6,0,No,Yes
INT-07645,IT,7,6.5,8.0,7.0,150000,No,No
INT-07646,Engineering,7,6.8,9.6,6.6,25000,Yes,Yes
INT-07647,Engineering,14,7.5,6.6,3.7,25000,No,Yes
INT-07648,IT,22,8.6,7.6,4.7,150000,No,Yes
INT-07649,Admin,19,8.4,7.5,3.4,150000,No,Yes
INT-07650,Engineering,20,5.5,9.4,3.4,0,No,Yes
INT-07651,IT,13,7.5,7.7,6.6,50000,No,Yes
INT-07652,IT,20,6.4,8.8,1.0,75000,No,Yes
INT-07653,IT,19,7.4,9.3,5.8,100000,No,Yes
INT-07654,Finance,23,8.0,6.6,3.6,150000,No,Yes
INT-07655,Finance,9,7.1,5.8,5.5,100000,No,No
INT-07656,Finance,10,8.7,7.3,30.0,50000,No,Yes
INT-07657,Engineering,17,7.4,9.5,11.3,0,No,Yes
INT-07658,Engineering,14,9.2,7.7,16.3,25000,No,Yes
INT-07659,Admin,15,9.6,4.7,4.2,100000,No,Yes
INT-07660,Engineering,17,6.6,4.8,10.3,50000,Yes,Yes
INT-07661,IT,8,4.7,6.7,5.5,25000,No,No
INT-07662,Engineering,8,6.3,8.8,7.8,100000,No,Yes
INT-07663,Finance,23,6.4,8.0,5.1,25000,No,No
INT-07664,Engineering,18,5.8,6.7,1.6,25000,No,Yes
INT-07665,Admin,4,7.7,4.7,24.1,0,No,No
INT-07666,IT,12,4.4,9.3,10.3,25000,No,No
INT-07667,Engineering,6,9.0,6.9,7.8,100000,No,Yes
INT-07668,Engineering,7,9.9,6.1,7.1,50000,Yes,No
INT-07669,Finance,19,8.7,6.8,10.8,25000,No,Yes
INT-07670,Admin,10,8.3,5.7,6.6,50000,No,No
INT-07671,Finance,17,7.9,8.6,2.4,0,No,Yes
INT-07672,Engineering,19,7.0,6.9,0.6,75000,Yes,Yes
INT-07673,Finance,21,7.8,7.8,4.4,0,No,Yes
INT-07674,Engineering,19,7.7,6.6,7.1,50000,No,Yes
INT-07675,Engineering,19,6.5,8.1,4.2,25000,Yes,Yes
INT-07676,Engineering,5,7.1,8.4,6.6,150000,No,Yes
INT-07677,Engineering,13,8.2,9.1,9.2,25000,Yes,Yes
INT-07678,Marketing,10,8.7,6.6,13.8,75000,No,Yes
INT-07679,IT,18,4.4,7.5,3.3,50000,No,Yes
INT-07680,IT,12,5.1,4.3,8.5,75000,No,No
INT-07681,Marketing,10,8.2,9.3,18.3,50000,No,No
INT-07682,Engineering,19,7.6,8.3,1.8,25000,No,No
INT-07683,Engineering,6,7.1,5.5,9.9,0,No,No
INT-07684,Admin,20,8.8,9.1,20.2,150000,No,No
INT-07685,IT,11,8.2,3.8,9.4,150000,Yes,Yes
INT-07686,Finance,5,8.7,9.2,1.3,25000,No,Yes
INT-07687,Engineering,23,7.4,7.9,3.2,0,Yes,Yes
INT-07688,Admin,6,8.8,7.7,2.2,75000,Yes,Yes
INT-07689,Admin,11,8.2,8.7,20.0,75000,Yes,Yes
INT-07690,Finance,5,7.3,5.8,39.2,75000,No,No
INT-07691,IT,22,8.1,7.7,5.0,150000,No,Yes
INT-07692,Finance,20,7.2,7.7,18.6,25000,Yes,Yes
INT-07693,IT,8,8.9,6.5,1.7,25000,Yes,Yes
INT-07694,Engineering,23,9.0,9.2,0.5,0,Yes,Yes
INT-07695,Marketing,20,9.4,3.9,7.2,25000,Yes,No
INT-07696,Engineering,13,6.5,5.9,35.5,75000,Yes,No
INT-07697,Admin,12,7.8,6.5,7.1,50000,No,No
INT-07698,Engineering,9,7.9,7.8,32.0,75000,No,Yes
INT-07699,Admin,14,6.5,9.6,5.3,75000,Yes,Yes
INT-07700,IT,5,8.8,4.6,4.4,75000,Yes,Yes
INT-07701,Marketing,15,6.5,9.5,21.7,50000,No,No
INT-07702,Finance,15,9.2,7.2,0.9,150000,No,No
INT-07703,Engineering,19,9.3,9.6,3.7,75000,Yes,Yes
INT-07704,Admin,15,9.1,6.4,5.2,75000,No,Yes
INT-07705,IT,24,6.3,7.2,1.2,100000,No,No
INT-07706,IT,21,8.7,9.5,6.3,75000,No,Yes
INT-07707,Engineering,16,7.9,5.5,4.3,25000,No,No
INT-07708,Finance,18,8.9,5.3,5.1,50000,Yes,Yes
INT-07709,Engineering,19,4.5,6.7,9.8,75000,No,No
INT-07710,Finance,7,6.6,8.9,1.1,150000,Yes,Yes
INT-07711,IT,15,8.4,3.5,26.6,50000,Yes,No
INT-07712,Admin,20,8.6,7.8,6.4,25000,No,Yes
INT-07713,IT,4,7.8,8.3,15.1,50000,No,No
INT-07714,Admin,21,7.7,7.1,3.6,50000,No,Yes
INT-07715,IT,19,7.4,8.0,3.5,75000,No,Yes
INT-07716,Marketing,4,8.1,9.1,19.2,25000,No,No
INT-07717,IT,13,9.2,8.0,1.5,0,Yes,Yes
INT-07718,Marketing,22,6.3,4.1,1.4,150000,No,Yes
INT-07719,Admin,19,8.9,3.7,10.1,50000,Yes,Yes
INT-07720,Marketing,17,8.5,7.7,5.5,25000,No,No
INT-07721,Engineering,5,8.2,4.6,10.6,75000,Yes,No
INT-07722,Marketing,9,7.2,5.7,5.0,150000,Yes,Yes
INT-07723,IT,8,8.4,7.4,2.4,50000,Yes,Yes
INT-07724,Engineering,15,7.9,4.3,10.5,100000,Yes,Yes
INT-07725,Marketing,7,9.5,9.2,0.8,25000,Yes,Yes
INT-07726,IT,7,8.9,5.0,5.3,50000,Yes,Yes
INT-07727,IT,8,8.3,8.1,5.4,75000,Yes,Yes
INT-07728,Admin,10,7.6,4.7,1.1,25000,Yes,Yes
INT-07729,Marketing,9,7.5,7.7,2.7,75000,Yes,Yes
INT-07730,Engineering,16,9.3,7.5,2.9,75000,No,Yes
INT-07731,Engineering,7,8.0,7.0,18.4,75000,No,Yes
INT-07732,IT,16,9.1,6.2,6.3,50000,No,Yes
INT-07733,IT,7,7.8,7.9,9.4,75000,Yes,Yes
INT-07734,Finance,13,8.5,7.5,1.0,50000,No,Yes
INT-07735,IT,23,9.3,8.8,1.4,50000,Yes,Yes
INT-07736,Engineering,4,8.1,4.9,7.1,0,No,No
INT-07737,Marketing,24,7.9,6.3,14.9,150000,No,Yes
INT-07738,IT,11,8.3,9.8,0.9,75000,Yes,Yes
INT-07739,Engineering,10,7.7,7.4,33.3,75000,Yes,Yes
INT-07740,IT,8,8.0,7.2,17.8,100000,Yes,Yes
INT-07741,Engineering,6,9.4,6.0,17.0,75000,No,Yes
INT-07742,IT,18,8.7,8.1,0.6,100000,No,Yes
INT-07743,Engineering,20,8.0,8.9,4.7,0,No,Yes
INT-07744,Admin,16,7.8,7.0,13.2,25000,Yes,Yes
INT-07745,Admin,18,6.8,9.8,11.9,50000,Yes,Yes
INT-07746,Engineering,22,6.5,6.3,3.9,100000,No,Yes
INT-07747,IT,23,8.8,5.3,17.3,25000,Yes,Yes
INT-07748,Engineering,17,4.9,5.1,8.6,75000,No,No
INT-07749,Admin,24,6.7,5.4,41.4,25000,No,No
INT-07750,Engineering,16,5.8,5.8,3.8,150000,No,Yes
INT-07751,IT,15,8.1,7.0,8.8,100000,No,Yes
INT-07752,Engineering,12,7.9,5.6,4.9,50000,No,Yes
INT-07753,IT,6,9.0,6.3,8.8,100000,Yes,Yes
INT-07754,Admin,14,8.9,6.3,2.9,75000,Yes,Yes
INT-07755,IT,13,6.4,7.8,4.4,25000,No,Yes
INT-07756,Engineering,4,9.5,6.0,22.0,75000,No,No
INT-07757,IT,20,8.0,9.1,3.2,50000,Yes,Yes
INT-07758,Finance,16,7.6,5.5,8.3,25000,No,No
INT-07759,Finance,17,7.5,6.3,20.6,0,Yes,Yes
INT-07760,IT,4,7.6,6.7,5.7,100000,No,Yes
INT-07761,Engineering,5,9.0,7.9,10.0,50000,No,Yes
INT-07762,IT,5,8.5,6.5,11.5,100000,No,Yes
INT-07763,Admin,10,9.2,7.1,6.8,75000,No,Yes
INT-07764,Engineering,12,3.4,8.2,4.3,0,No,No
INT-07765,Engineering,7,7.6,7.4,13.7,100000,No,No
INT-07766,Engineering,5,6.3,6.5,7.0,25000,Yes,No
INT-07767,IT,22,5.2,8.1,1.5,50000,Yes,Yes
INT-07768,Admin,8,3.0,5.1,17.1,50000,No,No
INT-07769,IT,12,9.1,8.2,3.3,0,Yes,Yes
INT-07770,Engineering,16,6.7,8.8,5.9,100000,No,Yes
INT-07771,Engineering,15,8.7,8.4,2.4,75000,Yes,Yes
INT-07772,Engineering,22,4.9,8.8,5.9,50000,No,Yes
INT-07773,IT,12,9.0,7.2,1.6,50000,Yes,Yes
INT-07774,Admin,13,5.6,5.4,7.2,150000,No,No
INT-07775,Admin,22,8.0,4.8,6.4,100000,No,Yes
INT-07776,IT,13,7.7,9.6,14.1,150000,No,Yes
INT-07777,Admin,15,5.3,3.9,7.1,50000,No,No
INT-07778,Finance,17,6.7,9.4,4.7,75000,No,Yes
INT-07779,Finance,11,9.6,8.5,5.5,25000,No,Yes
INT-07780,Engineering,19,9.4,8.3,7.9,0,No,Yes
INT-07781,Admin,20,8.9,6.3,15.1,100000,No,Yes
INT-07782,IT,23,7.9,5.8,0.8,50000,Yes,Yes
INT-07783,Finance,7,9.2,9.2,21.4,100000,Yes,Yes
INT-07784,IT,9,9.8,7.0,1.2,50000,No,Yes
INT-07785,Marketing,15,7.4,6.6,3.9,0,Yes,No
INT-07786,Admin,21,9.7,5.4,3.8,0,Yes,Yes
INT-07787,Admin,10,7.8,7.3,6.6,75000,No,No
INT-07788,Marketing,8,6.6,7.4,4.0,75000,Yes,Yes
INT-07789,IT,13,8.0,9.0,2.5,150000,No,Yes
INT-07790,Engineering,9,8.8,5.4,2.7,50000,No,Yes
INT-07791,Engineering,17,7.1,6.9,34.3,100000,No,No
INT-07792,IT,9,8.8,8.3,15.0,25000,Yes,Yes
INT-07793,Admin,17,8.4,7.3,13.6,25000,Yes,Yes
INT-07794,Engineering,15,6.3,9.3,4.8,0,No,Yes
INT-07795,Engineering,15,4.9,5.2,22.5,50000,No,No
INT-07796,IT,11,8.1,6.2,1.0,25000,No,Yes
INT-07797,Marketing,13,4.1,8.0,1.6,75000,Yes,Yes
INT-07798,IT,19,6.7,6.3,2.8,50000,Yes,Yes
INT-07799,IT,23,7.6,9.3,8.7,75000,No,Yes
INT-07800,IT,11,8.8,7.6,2.0,75000,No,Yes
INT-07801,IT,12,7.7,7.8,3.8,150000,No,Yes
INT-07802,IT,16,6.3,5.1,2.1,50000,No,Yes
INT-07803,Marketing,23,7.3,5.2,13.4,25000,Yes,No
INT-07804,Admin,20,8.8,5.1,19.7,50000,No,Yes
INT-07805,IT,22,6.7,7.3,15.7,150000,No,Yes
INT-07806,IT,20,7.2,9.4,0.7,75000,Yes,Yes
INT-07807,Engineering,10,8.2,6.3,3.6,75000,Yes,Yes
INT-07808,Finance,4,8.9,8.3,8.6,150000,No,Yes
INT-07809,IT,23,8.9,6.8,0.5,150000,No,Yes
INT-07810,IT,17,9.2,8.4,11.5,150000,No,Yes
INT-07811,IT,20,6.3,7.5,16.7,50000,No,No
INT-07812,IT,16,8.4,8.9,1.1,75000,No,No
INT-07813,IT,5,7.9,7.3,5.0,50000,No,Yes
INT-07814,Admin,17,7.8,9.5,3.4,150000,No,Yes
INT-07815,IT,4,5.5,9.2,24.0,100000,No,No
INT-07816,Engineering,8,7.7,4.1,3.6,75000,No,Yes
INT-07817,IT,10,8.0,5.0,7.5,25000,No,Yes
INT-07818,Marketing,22,7.3,8.6,0.6,50000,No,Yes
INT-07819,Marketing,17,5.8,6.8,15.0,150000,No,Yes
INT-07820,Engineering,17,8.3,7.6,0.7,100000,No,Yes
INT-07821,Admin,18,9.0,8.2,7.2,25000,Yes,Yes
INT-07822,Admin,8,8.1,6.1,11.3,150000,Yes,No
INT-07823,Admin,8,5.8,8.1,4.5,25000,No,Yes
INT-07824,Engineering,24,5.9,6.7,0.8,0,No,Yes
INT-07825,Admin,5,6.8,6.5,19.0,50000,No,No
INT-07826,Finance,21,9.4,7.4,4.1,150000,No,Yes
INT-07827,Marketing,12,5.4,7.2,5.5,25000,Yes,Yes
INT-07828,Admin,13,8.1,8.6,13.9,0,No,No
INT-07829,Engineering,21,9.5,5.4,9.1,100000,Yes,Yes
INT-07830,IT,7,5.2,8.1,3.6,50000,No,No
INT-07831,IT,11,5.4,5.0,6.7,150000,No,No
INT-07832,Admin,21,7.6,5.2,1.3,25000,Yes,Yes
INT-07833,IT,23,7.7,4.5,5.7,0,Yes,Yes
INT-07834,Finance,20,8.2,6.9,5.0,25000,No,No
INT-07835,IT,19,6.2,7.5,11.9,25000,No,No
INT-07836,Admin,21,5.5,5.8,13.4,0,No,No
INT-07837,Engineering,10,8.7,7.2,17.0,150000,Yes,Yes
INT-07838,Engineering,4,4.8,6.6,16.1,150000,No,No
INT-07839,Admin,4,9.5,5.9,51.7,50000,Yes,No
INT-07840,Finance,21,6.3,6.8,10.3,0,No,Yes
INT-07841,Engineering,7,7.6,8.4,8.3,100000,Yes,Yes
INT-07842,Admin,23,9.3,5.6,1.8,50000,Yes,Yes
INT-07843,IT,24,7.7,9.6,5.6,75000,No,Yes
INT-07844,Admin,23,7.6,4.3,5.0,75000,Yes,Yes
INT-07845,Finance,7,2.8,4.5,11.1,100000,Yes,No
INT-07846,Engineering,9,7.3,5.9,3.1,150000,Yes,Yes
INT-07847,Finance,6,8.2,2.5,16.9,150000,No,No
INT-07848,Admin,9,7.5,7.6,2.5,100000,No,Yes
INT-07849,IT,16,8.5,4.5,5.8,50000,Yes,Yes
INT-07850,IT,10,9.5,8.0,23.6,100000,No,Yes
INT-07851,Admin,7,5.5,5.5,3.9,25000,No,No
INT-07852,Engineering,4,6.5,7.7,10.9,75000,Yes,Yes
INT-07853,Finance,9,7.1,6.7,3.8,150000,No,Yes
INT-07854,IT,8,6.0,8.8,6.3,100000,No,Yes
INT-07855,Admin,16,6.1,5.1,12.5,75000,No,No
INT-07856,Admin,22,9.3,4.5,14.0,25000,Yes,No
INT-07857,Admin,7,7.6,6.2,15.3,100000,Yes,No
INT-07858,IT,9,8.8,7.5,1.3,75000,Yes,Yes
INT-07859,IT,16,8.5,2.5,15.9,75000,No,No
INT-07860,IT,8,8.1,6.9,1.8,50000,No,Yes
INT-07861,IT,16,9.4,7.8,3.0,50000,No,Yes
INT-07862,IT,13,6.5,8.7,28.8,25000,Yes,No
INT-07863,IT,6,8.3,5.0,1.7,25000,No,Yes
INT-07864,Engineering,16,6.9,8.0,2.8,100000,No,Yes
INT-07865,Admin,15,7.3,6.2,3.8,0,No,Yes
INT-07866,Marketing,7,9.3,7.8,13.6,75000,No,Yes
INT-07867,IT,13,6.2,5.5,3.6,50000,No,Yes
INT-07868,Admin,6,8.2,4.9,14.5,50000,Yes,No
INT-07869,Admin,20,6.4,8.1,2.3,50000,Yes,Yes
INT-07870,IT,12,5.9,8.6,7.9,50000,No,Yes
INT-07871,Finance,4,6.7,5.5,26.2,100000,No,No
INT-07872,IT,21,7.6,8.5,0.8,100000,Yes,Yes
INT-07873,Marketing,12,8.1,6.2,19.6,100000,No,No
INT-07874,Finance,24,8.4,9.5,1.9,150000,No,Yes
INT-07875,Engineering,23,7.3,9.1,7.5,50000,No,Yes
INT-07876,Engineering,12,8.3,6.4,0.9,50000,No,Yes
INT-07877,Engineering,5,5.8,8.2,7.3,25000,Yes,No
INT-07878,Admin,22,6.4,6.3,8.1,100000,Yes,Yes
INT-07879,Engineering,19,4.6,8.2,13.7,25000,Yes,No
INT-07880,IT,6,7.8,9.0,4.8,75000,No,Yes
INT-07881,IT,19,8.1,8.7,20.3,50000,Yes,Yes
INT-07882,Admin,24,6.9,4.4,4.2,50000,No,No
INT-07883,Engineering,16,8.0,6.0,1.3,100000,No,Yes
INT-07884,Finance,6,8.2,4.1,4.4,25000,Yes,Yes
INT-07885,IT,13,7.7,9.1,3.4,50000,Yes,Yes
INT-07886,Finance,21,5.2,7.4,5.2,0,No,No
INT-07887,IT,9,5.7,5.1,2.3,50000,No,No
INT-07888,Admin,9,8.8,6.2,4.2,75000,No,Yes
INT-07889,Admin,21,6.7,6.4,17.9,75000,No,Yes
INT-07890,Admin,9,6.3,6.5,9.0,50000,Yes,Yes
INT-07891,IT,9,4.9,9.4,2.3,50000,No,No
INT-07892,Engineering,16,6.5,7.0,0.9,25000,No,Yes
INT-07893,Finance,17,9.5,8.1,2.5,75000,No,Yes
INT-07894,Admin,24,7.8,6.1,4.7,25000,No,Yes
INT-07895,Admin,10,5.3,4.9,4.2,25000,No,No
INT-07896,Finance,16,7.4,8.9,15.6,75000,No,Yes
INT-07897,Engineering,18,8.1,9.4,7.6,50000,Yes,Yes
INT-07898,Admin,15,5.5,8.0,15.3,75000,No,No
INT-07899,IT,24,9.4,9.2,54.8,25000,No,No
INT-07900,Finance,4,9.1,4.7,3.2,75000,No,Yes
INT-07901,Engineering,6,6.2,7.4,5.7,50000,No,Yes
INT-07902,IT,21,7.9,8.1,10.3,50000,No,Yes
INT-07903,IT,11,8.5,7.1,6.2,50000,Yes,Yes
INT-07904,Finance,5,5.8,7.9,3.7,25000,Yes,Yes
INT-07905,IT,7,6.3,3.9,14.1,75000,Yes,No
INT-07906,Marketing,21,9.0,6.9,18.3,50000,Yes,Yes
INT-07907,IT,16,8.6,8.5,3.1,50000,Yes,Yes
INT-07908,Finance,18,7.2,7.1,3.1,25000,Yes,Yes
INT-07909,Admin,5,8.1,9.3,7.2,50000,No,Yes
INT-07910,Admin,13,7.3,7.9,14.1,0,No,Yes
INT-07911,Finance,5,8.5,8.9,6.4,50000,No,Yes
INT-07912,Admin,24,8.2,6.8,1.0,50000,Yes,Yes
INT-07913,Engineering,15,6.5,5.4,3.3,50000,No,No
INT-07914,IT,8,8.8,4.3,6.1,50000,No,No
INT-07915,IT,15,7.4,6.5,11.2,50000,No,Yes
INT-07916,IT,4,8.8,5.0,12.4,75000,Yes,Yes
INT-07917,Engineering,5,7.8,2.3,11.7,25000,Yes,No
INT-07918,IT,19,7.3,6.0,1.3,75000,No,Yes
INT-07919,IT,5,5.8,8.1,8.2,150000,No,Yes
INT-07920,Admin,19,4.8,7.0,4.9,25000,Yes,No
INT-07921,Engineering,23,9.6,6.2,3.5,25000,Yes,Yes
INT-07922,Engineering,19,5.8,5.3,14.6,100000,No,No
INT-07923,IT,9,6.2,8.6,4.1,150000,Yes,Yes
INT-07924,IT,16,5.9,7.9,2.1,100000,No,Yes
INT-07925,Marketing,15,8.7,5.6,10.0,0,Yes,No
INT-07926,IT,13,9.8,6.3,1.7,25000,No,Yes
INT-07927,Finance,8,7.4,7.7,3.3,100000,No,Yes
INT-07928,Finance,11,8.2,7.2,5.2,150000,Yes,Yes
INT-07929,Finance,9,7.3,7.6,1.7,100000,No,Yes
INT-07930,IT,8,5.6,7.6,3.2,150000,No,Yes
INT-07931,Finance,23,8.6,4.8,8.7,150000,No,Yes
INT-07932,Finance,9,8.8,8.4,7.0,25000,No,Yes
INT-07933,Engineering,20,8.0,5.5,15.4,50000,No,Yes
INT-07934,Admin,9,5.5,9.1,1.7,100000,No,Yes
INT-07935,IT,20,9.1,8.9,16.5,50000,Yes,Yes
INT-07936,IT,8,5.6,7.7,1.1,50000,No,Yes
INT-07937,Engineering,20,9.4,7.8,11.4,0,No,Yes
INT-07938,Engineering,20,7.2,7.3,2.4,25000,Yes,Yes
INT-07939,Admin,16,7.2,6.5,19.2,150000,Yes,No
INT-07940,Admin,10,7.5,7.8,0.8,150000,Yes,Yes
INT-07941,Admin,24,5.9,7.4,7.4,100000,Yes,Yes
INT-07942,Engineering,9,6.9,6.7,0.6,100000,Yes,Yes
INT-07943,Marketing,17,8.9,7.5,11.2,25000,No,Yes
INT-07944,IT,19,8.1,7.1,0.8,25000,No,Yes
INT-07945,Admin,6,6.5,8.0,10.9,50000,No,Yes
INT-07946,IT,12,8.8,8.5,13.7,75000,No,Yes
INT-07947,Engineering,18,8.5,6.9,18.6,50000,Yes,Yes
INT-07948,Engineering,24,8.9,8.0,4.1,75000,Yes,Yes
INT-07949,Marketing,21,8.5,7.6,6.8,50000,Yes,Yes
INT-07950,IT,13,8.2,6.1,11.1,75000,No,No
INT-07951,Marketing,13,4.7,5.3,14.3,50000,Yes,No
INT-07952,IT,6,7.1,8.9,12.7,25000,No,Yes
INT-07953,Engineering,4,7.8,7.4,15.6,50000,No,Yes
INT-07954,IT,6,7.9,5.8,18.7,50000,Yes,No
INT-07955,Finance,8,8.2,5.2,8.9,0,No,Yes
INT-07956,Engineering,10,8.4,7.8,2.0,25000,Yes,Yes
INT-07957,Engineering,6,7.7,7.3,14.8,75000,Yes,Yes
INT-07958,Finance,7,6.6,7.4,5.5,50000,No,No
INT-07959,IT,20,6.1,7.7,0.9,100000,No,Yes
INT-07960,IT,6,5.4,8.9,8.4,0,No,No
INT-07961,Finance,7,9.3,9.1,10.9,25000,No,Yes
INT-07962,Admin,5,9.3,6.0,5.4,150000,No,Yes
INT-07963,IT,17,8.6,8.5,6.2,75000,No,Yes
INT-07964,Admin,8,4.7,5.5,6.9,75000,No,No
INT-07965,Engineering,24,8.3,5.9,2.8,100000,Yes,Yes
INT-07966,IT,5,5.5,6.6,4.2,50000,No,Yes
INT-07967,IT,18,8.5,8.6,13.7,75000,No,Yes
INT-07968,IT,14,9.2,7.4,0.7,50000,No,Yes
INT-07969,Admin,13,8.0,8.3,7.0,50000,No,No
INT-07970,Finance,23,8.5,7.4,0.8,25000,No,Yes
INT-07971,Marketing,4,8.9,6.0,2.3,0,No,No
INT-07972,Engineering,22,7.7,8.1,4.2,0,Yes,Yes
INT-07973,IT,17,6.2,6.5,2.2,50000,No,Yes
INT-07974,Marketing,17,6.5,8.7,15.6,0,Yes,No
INT-07975,Engineering,4,8.3,8.2,16.8,25000,No,Yes
INT-07976,IT,12,9.4,6.7,1.8,75000,No,Yes
INT-07977,Marketing,20,7.8,7.0,18.3,25000,No,Yes
INT-07978,Finance,17,9.3,8.2,2.6,50000,Yes,Yes
INT-07979,Engineering,16,8.4,6.9,0.6,25000,No,Yes
INT-07980,Engineering,16,8.9,7.0,11.2,50000,Yes,Yes
INT-07981,IT,9,3.9,6.0,6.3,100000,Yes,No
INT-07982,IT,10,4.1,8.3,6.0,75000,No,No
INT-07983,Engineering,5,6.4,8.2,0.5,75000,No,Yes
INT-07984,IT,11,5.4,8.4,31.2,50000,No,No
INT-07985,Admin,9,9.1,8.7,14.8,150000,No,Yes
INT-07986,Finance,6,7.0,7.3,27.9,25000,No,No
INT-07987,Finance,21,6.3,4.6,2.7,25000,No,Yes
INT-07988,Admin,21,8.2,5.7,7.9,50000,No,Yes
INT-07989,Finance,9,7.3,6.8,11.5,0,No,No
INT-07990,Finance,14,5.7,9.1,13.5,50000,No,Yes
INT-07991,Engineering,6,7.3,8.7,12.7,75000,No,No
INT-07992,IT,19,7.6,9.6,7.3,50000,Yes,Yes
INT-07993,IT,8,8.8,5.7,0.8,50000,Yes,Yes
INT-07994,Admin,5,8.1,7.4,41.4,25000,Yes,No
INT-07995,IT,18,5.0,8.0,1.5,50000,No,Yes
INT-07996,IT,19,9.5,7.7,2.1,150000,No,Yes
INT-07997,IT,10,6.8,9.6,14.4,0,No,Yes
INT-07998,Admin,19,6.6,5.8,1.3,75000,No,Yes
INT-07999,Marketing,7,7.7,7.8,2.4,75000,No,Yes
INT-08000,IT,19,6.1,6.1,0.7,100000,No,Yes
INT-08001,Engineering,20,7.9,8.8,1.9,75000,Yes,Yes
INT-08002,Engineering,5,6.3,2.8,9.1,50000,Yes,No
INT-08003,IT,19,9.3,5.1,4.1,100000,Yes,Yes
INT-08004,Marketing,7,8.7,9.3,1.7,50000,Yes,No
INT-08005,Engineering,10,9.5,6.5,3.0,25000,Yes,Yes
INT-08006,Admin,21,9.3,9.3,11.7,50000,Yes,Yes
INT-08007,Finance,9,7.7,7.8,7.0,150000,No,Yes
INT-08008,IT,21,8.9,6.7,5.7,50000,No,Yes
INT-08009,Engineering,10,7.1,9.6,0.9,150000,No,Yes
INT-08010,IT,5,4.8,6.2,6.2,100000,No,No
INT-08011,Finance,22,9.3,7.6,5.8,100000,No,Yes
INT-08012,Admin,12,6.4,5.4,5.2,75000,No,Yes
INT-08013,Engineering,7,9.0,8.3,5.8,50000,No,Yes
INT-08014,IT,17,9.7,8.9,1.1,50000,No,Yes
INT-08015,Engineering,8,8.4,7.8,22.1,75000,No,Yes
INT-08016,Finance,10,4.5,7.0,3.4,25000,No,No
INT-08017,Admin,11,8.4,6.9,9.0,100000,Yes,No
INT-08018,Engineering,18,9.0,4.0,4.1,50000,No,Yes
INT-08019,Admin,22,7.4,5.1,3.7,75000,No,Yes
INT-08020,Finance,14,5.2,9.0,10.8,50000,Yes,Yes
INT-08021,Admin,23,5.4,3.2,4.8,150000,No,Yes
INT-08022,Finance,7,9.6,9.0,8.2,50000,Yes,Yes
INT-08023,Finance,21,6.7,5.8,3.1,50000,No,Yes
INT-08024,Admin,17,6.4,5.7,3.0,75000,No,Yes
INT-08025,IT,9,7.7,6.5,2.3,25000,No,Yes
INT-08026,Admin,19,7.3,8.2,3.4,75000,Yes,Yes
INT-08027,Finance,21,2.9,9.4,1.0,0,No,No
INT-08028,IT,4,6.3,6.4,1.1,150000,No,Yes
INT-08029,Engineering,11,8.5,3.2,15.8,50000,No,No
INT-08030,Finance,4,5.8,3.5,3.1,25000,No,No
INT-08031,Admin,4,5.4,6.3,6.7,25000,Yes,No
INT-08032,Engineering,22,8.1,7.8,6.0,75000,No,Yes
INT-08033,IT,24,4.8,4.9,8.5,0,No,No
INT-08034,IT,13,5.8,7.5,8.9,150000,Yes,Yes
INT-08035,Finance,21,7.2,9.0,4.2,50000,No,Yes
INT-08036,IT,15,7.6,8.4,1.6,75000,No,Yes
INT-08037,IT,20,7.1,8.1,2.1,0,No,Yes
INT-08038,Finance,4,3.6,6.7,4.1,25000,No,No
INT-08039,Admin,11,6.8,8.5,7.1,0,No,No
INT-08040,Marketing,13,6.5,7.3,8.1,25000,No,No
INT-08041,Marketing,13,7.0,7.9,22.0,75000,Yes,No
INT-08042,IT,21,5.4,7.5,3.4,50000,No,No
INT-08043,IT,12,9.5,9.3,1.4,100000,Yes,Yes
INT-08044,Engineering,5,9.7,6.5,6.7,75000,Yes,Yes
INT-08045,Admin,6,8.1,6.9,1.1,75000,No,Yes
INT-08046,IT,5,5.4,8.0,1.9,25000,Yes,Yes
INT-08047,Engineering,9,9.4,9.4,7.0,50000,No,Yes
INT-08048,IT,15,9.1,8.4,21.2,150000,No,Yes
INT-08049,Finance,22,9.5,3.3,2.2,50000,No,Yes
INT-08050,IT,18,6.9,7.7,4.1,25000,No,Yes
INT-08051,IT,22,8.3,5.8,5.2,75000,No,Yes
INT-08052,IT,15,7.2,2.4,25.0,25000,No,No
INT-08053,Marketing,21,7.8,2.5,11.1,75000,No,Yes
INT-08054,Engineering,19,6.8,6.6,3.7,50000,No,Yes
